smiles,LogS(mol/L),Normalized SMILES,index
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,-3.69946211,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,430
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,-3.562422935,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1,431
CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,-3.185122484,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,432
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,-3.332932104,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,433
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,-3.649132219,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,434
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,-5.293344873,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,435
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,-4.236915137,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,436
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,-3.202033987,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,437
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,-4.039937944,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,438
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,-2.818744361,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,439
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,-1.598344136,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,440
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,-2.564622751,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,441
CP(=O)(O)C1=CCNCC1,-1,CP(=O)(O)C1=CCNCC1,442
CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,-1.921685019,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,443
CC(=O)Oc1ccccc1C(=O)O,-1.612199429,CC(=O)Oc1ccccc1C(=O)O,444
O=C(O)/C=C\C(=O)O,0.579710373,O=C(O)/C=C\C(=O)O,445
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,-2.950090441,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,446
Cn1nnc2c(C(N)=O)ncn2c1=O,-1.581421402,Cn1nnc2c(C(N)=O)ncn2c1=O,447
NC(=O)c1cccnc1,0.61216685,NC(=O)c1cccnc1,448
N=C(O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,-3.67411327,N=C(O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,449
C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,-2.691404513,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,450
CN/C(=N/C#N)NCCSCc1nc[nH]c1C,-1.429781539,CN/C(=N/C#N)NCCSCc1nc[nH]c1C,451
CC(=O)Nc1ccc(O)cc1,-1.02,CC(=O)Nc1ccc(O)cc1,452
O=c1[nH]cnc2[nH]ncc12,-2.26,O=c1[nH]cnc2[nH]ncc12,453
CCC1(CC)C(=O)NC(=O)NC1=O,-1.42,CCC1(CC)C(=O)NC(=O)NC1=O,454
CCOC(=O)c1ccc(N)cc1,-2.32,CCOC(=O)c1ccc(N)cc1,455
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,-5.95,c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,456
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,-3.48,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,457
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,-2.25,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,458
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-1.52,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,459
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,460
CC1(C)C(=O)NC(=O)NC1=O,-1.74,CC1(C)C(=O)NC(=O)NC1=O,461
CNC(C)C(O)c1ccccc1,-0.47,CNC(C)C(O)c1ccccc1,462
CCOC(=O)c1ccc(O)cc1,-2.35,CCOC(=O)c1ccc(O)cc1,463
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,-5.3,O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,464
O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,-3.85,O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,465
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,-1.8,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,466
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-4.82,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,467
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.16,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,468
CCN(CC)CC(=O)Nc1c(C)cccc1C,-1.71,CCN(CC)CC(=O)Nc1c(C)cccc1C,469
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-3.28,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,470
COc1ccc2cc(C(C)C(=O)O)ccc2c1,-4.2,COc1ccc2cc(C(C)C(=O)O)ccc2c1,471
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],-4.76,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],472
O=[N+]([O-])c1ccc(C=NO)o1,-2.19,O=[N+]([O-])c1ccc(C=NO)o1,473
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,-3.95,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,474
CCOc1ccc(NC(C)=O)cc1,-2.35,CCOc1ccc(NC(C)=O)cc1,475
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-3.99,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,476
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.48,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,477
CCN(CC)CCOC(=O)c1ccc(N)cc1,-1.78,CCN(CC)CCOC(=O)c1ccc(N)cc1,478
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,479
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,-5,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,480
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-5.3,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,481
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,-4.26,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,482
