smiles,LogS(mol/L),Normalized SMILES,index
NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,-4.3128,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,16749
NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)Cl)NS2(=O)=O,-2.68,NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](C(Cl)Cl)NS2(=O)=O,16750
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,-2.985,NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,16751
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,-5.1911,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,16752
NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)=NS2(=O)=O,-4.1574,NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccccc1)=NS2(=O)=O,16753
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccc(F)cc1)NS2(=O)=O,-5.0519,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccc(F)cc1)NS2(=O)=O,16754
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,-4.1051,NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,16755
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,-3.8728,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,16756
NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)NS2(=O)=O,-5.0441,NS(=O)(=O)c1cc2c(cc1Cl)NC(CSCc1ccccc1)NS2(=O)=O,16757
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,-2.898,NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,16758
NS(=O)(=O)c1cc2c(s1)[S+]([O-])CCC2O,-1.348,NS(=O)(=O)c1cc2c(s1)[S+]([O-])CCC2O,16759
NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,-3.494,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2,16760
NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,-3.671,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O,16761
NS(=O)(=O)c1cc2c(s1)C(O)CC[S+]2[O-],-1.57,NS(=O)(=O)c1cc2c(s1)C(O)CC[S+]2[O-],16762
NS(=O)(=O)c1cc2c(s1)C(O)CCS2,-2.254,NS(=O)(=O)c1cc2c(s1)C(O)CCS2,16763
NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,-1.276,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O,16764
NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,-1.589,NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O,16765
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,-1.539,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2,16766
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,-2.679,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,16767
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,-3.018,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O,16768
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,-1.65,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O,16769
NS(=O)(=O)c1cc2c(s1)SCCC2=O,-3.552,NS(=O)(=O)c1cc2c(s1)SCCC2=O,16770
NS(=O)(=O)c1cc2c(s1)SCCC2O,-2.594,NS(=O)(=O)c1cc2c(s1)SCCC2O,16771
NS(=O)(=O)c1cc2cc(CNCc3ccccn3)sc2o1,-1.33,NS(=O)(=O)c1cc2cc(CNCc3ccccn3)sc2o1,16772
NS(=O)(=O)c1ccc(Br)cc1,-2.0841,NS(=O)(=O)c1ccc(Br)cc1,16773
NS(=O)(=O)c1ccc(C(=O)O)cc1,-1.0957,NS(=O)(=O)c1ccc(C(=O)O)cc1,16774
NS(=O)(=O)c1ccc(C(F)(F)F)cc1,-1.9815,NS(=O)(=O)c1ccc(C(F)(F)F)cc1,16775
NS(=O)(=O)c1ccc(CCCCCO)cc1,-1.9712,NS(=O)(=O)c1ccc(CCCCCO)cc1,16776
NS(=O)(=O)c1ccc(CCCCO)cc1,-1.1931,NS(=O)(=O)c1ccc(CCCCO)cc1,16777
NS(=O)(=O)c1ccc(CCCO)cc1,-1.032,NS(=O)(=O)c1ccc(CCCO)cc1,16778
NS(=O)(=O)c1ccc(Cl)cc1,-1.5812,NS(=O)(=O)c1ccc(Cl)cc1,16779
NS(=O)(=O)c1ccc(Cl)s1,-3.2959,NS(=O)(=O)c1ccc(Cl)s1,16780
NS(=O)(=O)c1ccc(CNC(=S)NC(C(=O)O)C(O)c2ccccc2)cc1,-1.29,NS(=O)(=O)c1ccc(CNC(=S)NC(C(=O)O)C(O)c2ccccc2)cc1,16781
NS(=O)(=O)c1ccc(I)cc1,-2.6227,NS(=O)(=O)c1ccc(I)cc1,16782
NS(=O)(=O)c1ccc(N(CCBr)CCBr)cc1,-3.9082,NS(=O)(=O)c1ccc(N(CCBr)CCBr)cc1,16783
NS(=O)(=O)c1ccc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-0.98,NS(=O)(=O)c1ccc(N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,16784
NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,-2.777,NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,16785
NS(=O)(=O)c1ccc(N2C(=O)CCC2=O)cc1,-1.2847,NS(=O)(=O)c1ccc(N2C(=O)CCC2=O)cc1,16786
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,-2.5972,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,16787
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3ccccc3c2)cc1,-5.42,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3ccccc3c2)cc1,16788
NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,-2.03,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,16789
NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,-2.99,NS(=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,16790
NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)c3cccnc3)n2)cc1,-1.27,NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)c3cccnc3)n2)cc1,16791
NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)n2)cc1,-4,NS(=O)(=O)c1ccc(Nc2ccnc(NC(=O)NS(=O)(=O)c3ccc(Cl)cc3)n2)cc1,16792
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1,-1.57,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3c(F)c(F)c(F)c(F)c3F)n2)cc1,16793
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccc(Br)cc3)n2)cc1,-2.62,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccc(Br)cc3)n2)cc1,16794
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)n2)cc1,-1.82,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3cccc(C(F)(F)F)c3)n2)cc1,16795
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccccc3)n2)cc1,-2.55,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)c3ccccc3)n2)cc1,16796
NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)Cc3ccccc3)n2)cc1,-2.7,NS(=O)(=O)c1ccc(Nc2ccnc(NS(=O)(=O)Cc3ccccc3)n2)cc1,16797
NS(=O)(=O)c1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,-0.9801,NS(=O)(=O)c1ccc(NC2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc1,16798
NS(=O)(=O)c1ccc(NC2OC(CO)C(O)C(O)C2O)cc1,-1.0471,NS(=O)(=O)c1ccc(NC2OC(CO)C(O)C(O)C2O)cc1,16799
NS(=O)(=O)c1ccc(NO)cc1,-0.84,NS(=O)(=O)c1ccc(NO)cc1,16800
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,-2.3001,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1,16801
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,-1.9876,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)cc1,16802
NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,-1.4806,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)s1,16803
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,-1.6537,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1,16804
NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,-1.5888,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1,16805
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,-1.9337,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1,16806
NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,-1.604,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1,16807
NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-2.5283,NS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,16808
NS(=O)(=O)c1ccc(SCCCCCO)cc1,-2.6618,NS(=O)(=O)c1ccc(SCCCCCO)cc1,16809
NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,-2.4461,NS(=O)(=O)c1ccc(SCCCCO)c(F)c1,16810
NS(=O)(=O)c1ccc(SCCCCO)cc1,-2.5141,NS(=O)(=O)c1ccc(SCCCCO)cc1,16811
NS(=O)(=O)c1ccc(SCCCCO)s1,-1.4586,NS(=O)(=O)c1ccc(SCCCCO)s1,16812
NS(=O)(=O)c1ccc(SCCCO)c([N+](=O)[O-])c1,-3.4659,NS(=O)(=O)c1ccc(SCCCO)c([N+](=O)[O-])c1,16813
NS(=O)(=O)c1ccc(SCCCO)c(F)c1,-2.4695,NS(=O)(=O)c1ccc(SCCCO)c(F)c1,16814
NS(=O)(=O)c1ccc(SCCCO)cc1,-2.2472,NS(=O)(=O)c1ccc(SCCCO)cc1,16815
NS(=O)(=O)c1ccc(SCCCO)s1,-1.426,NS(=O)(=O)c1ccc(SCCCO)s1,16816
NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,-2.7455,NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1,16817
NS(=O)(=O)c1ccc(SCCO)c(F)c1,-1.622,NS(=O)(=O)c1ccc(SCCO)c(F)c1,16818
NS(=O)(=O)c1ccc(SCCO)cc1,-1.8239,NS(=O)(=O)c1ccc(SCCO)cc1,16819
NS(=O)(=O)c1cccc(S(N)(=O)=O)c1,-2.1693,NS(=O)(=O)c1cccc(S(N)(=O)=O)c1,16820
NS(=O)(=O)c1ccccc1,-1.56,NS(=O)(=O)c1ccccc1,16821
NS(=O)(=O)c1ccccc1C(F)(F)F,-2.7902,NS(=O)(=O)c1ccccc1C(F)(F)F,16822
NS(=O)(=O)c1ccccc1-c1nc(=O)c2ccccc2[nH]1,-3.0794,NS(=O)(=O)c1ccccc1-c1nc(=O)c2ccccc2[nH]1,16823
NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1,-3.08,NS(=O)(=O)c1ccccc1-c1nc2ccccc2c(=O)[nH]1,16824
NS(=O)(=O)c1ccccc1SCCCO,-3.47,NS(=O)(=O)c1ccccc1SCCCO,16825
NS(=O)(=O)c1nc2c(Cl)cc(Cl)cc2s1,-4,NS(=O)(=O)c1nc2c(Cl)cc(Cl)cc2s1,16826
NS(=O)(=O)c1nc2ccc([N+](=O)[O-])cc2s1,-3.67,NS(=O)(=O)c1nc2ccc([N+](=O)[O-])cc2s1,16827
NS(=O)(=O)c1nc2ccc(Cl)cc2s1,-3.48,NS(=O)(=O)c1nc2ccc(Cl)cc2s1,16828
NS(=O)(=O)c1nc2ccc(O)cc2s1,-2.503,NS(=O)(=O)c1nc2ccc(O)cc2s1,16829
NS(=O)(=O)c1nc2ccc(OCc3ccccc3)cc2s1,-5.28,NS(=O)(=O)c1nc2ccc(OCc3ccccc3)cc2s1,16830
NS(=O)(=O)c1nc2ccc(OCCO)cc2s1,-3.15,NS(=O)(=O)c1nc2ccc(OCCO)cc2s1,16831
NS(=O)(=O)c1nc2ccccc2s1,-2.63,NS(=O)(=O)c1nc2ccccc2s1,16832
NS(=O)(=O)c1nn2c(=O)[nH]c(=O)nc2s1,-2.4,NS(=O)(=O)c1nn2c(=O)[nH]c(=O)nc2s1,16833
NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,-2.46,NS(=O)(=O)c1nn2c(=O)n(CCCl)c(=O)nc2s1,16834
NS(=O)(=O)c1nn2c(O)cc(=O)nc2s1,-1.77,NS(=O)(=O)c1nn2c(O)cc(=O)nc2s1,16835
NS(=O)(=O)c1nnc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)s1,-1.37,NS(=O)(=O)c1nnc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)s1,16836
NS(=O)(=O)c1nnc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,-1.21,NS(=O)(=O)c1nnc(NS(=O)(=O)c2c(F)c(F)c(F)c(F)c2F)s1,16837
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,-1.33,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,16838
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])s1,-2.91,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])s1,16839
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Br)cc2)s1,-2.13,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Br)cc2)s1,16840
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)s1,-1.99,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)c([N+](=O)[O-])c2)s1,16841
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)cc2)s1,-2.01,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(Cl)cc2)s1,16842
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(I)cc2)s1,-2.2,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(I)cc2)s1,16843
NS(=O)(=O)c1nnc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)s1,-1.46,NS(=O)(=O)c1nnc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)s1,16844
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1,-2.9,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1,16845
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2[N+](=O)[O-])s1,-1.82,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2[N+](=O)[O-])s1,16846
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2C(=O)O)s1,-2.32,NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2C(=O)O)s1,16847
NS(=O)(=O)c1nnc(NS(=O)(=O)Cc2ccccc2)s1,-2.7,NS(=O)(=O)c1nnc(NS(=O)(=O)Cc2ccccc2)s1,16848
O.[Fe+3].[Fe+3].[O-2].[O-2].[O-2],-8.2497,O.[Fe+3].[Fe+3].[O-2].[O-2].[O-2],16849
O.O.[Ba+2].[Cl-].[Cl-],0.041893,O.O.[Ba+2].[Cl-].[Cl-],16850
O.O.[BiH2+].[O-]c1cccc2cccnc12,-3.6268,O.O.[BiH2+].[O-]c1cccc2cccnc12,16851
O.O.O.[Li+].[O-][Cl+3]([O-])([O-])[O-],0.46122,O.O.O.[Li+].[O-][Cl+3]([O-])([O-])[O-],16852
O.O.O.O.[Cl-].[Cl-].[Mn+2],0.58264,O.O.O.O.[Cl-].[Cl-].[Mn+2],16853
O.O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[La+3],0.36523,O.O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[La+3],16854
O.O.O.O.O.O.O.O.O.O.O=BOB([O-])OB([O-])OB=O.[Na+].[Na+],-0.88464,O.O.O.O.O.O.O.O.O.O.O=BOB([O-])OB([O-])OB=O.[Na+].[Na+],16855
O.O.O.O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Al+3],-0.94081,O.O.O.O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Al+3],16856
O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],-7.4986,O.O.O.O.O.O.O.O.O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],16857
O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Co+2],0.12713,O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Co+2],16858
O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Co+2],0.36188,O.O.O.O.O.O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Co+2],16859
O.O.O.O.O.O=[Si]([O-])[O-].[Na+].[Na+],-3.2659,O.O.O.O.O.O=[Si]([O-])[O-].[Na+].[Na+],16860
O.O.O.O.O.O=S(=O)([O-])[O-].[Cu+2],-0.8922,O.O.O.O.O.O=S(=O)([O-])[O-].[Cu+2],16861
O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],0.22188,O.O.O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Li+].[Li+].[Li+],16862
O.O.O.O.O=S(=O)([O-])O.O=S(=O)([O-])[O-].[Ce+3],-0.29182,O.O.O.O.O=S(=O)([O-])O.O=S(=O)([O-])[O-].[Ce+3],16863
O.O.O.O=C(C(F)(F)F)C(F)(F)F.O=C(C(F)(F)F)C(F)(F)F,-2.0256,O.O.O.O=C(C(F)(F)F)C(F)(F)F.O=C(C(F)(F)F)C(F)(F)F,16864
O.O.O.O=S([O-])c1cc(Cl)ccc1-c1ccc(Cl)c(SSSc2cc(-c3ccc(Cl)cc3S(=O)[O-])ccc2Cl)c1.[Na+].[Na+],-7.6244,O.O.O.O=S([O-])c1cc(Cl)ccc1-c1ccc(Cl)c(SSSc2cc(-c3ccc(Cl)cc3S(=O)[O-])ccc2Cl)c1.[Na+].[Na+],16865
O.O.O.O=S([O-])c1ccccc1CSSCc1ccccc1S(=O)[O-].[Na+].[Na+],-1.1507,O.O.O.O=S([O-])c1ccccc1CSSCc1ccccc1S(=O)[O-].[Na+].[Na+],16866
O.O.O=C(OC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1.O=C(OC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1.O=S(=O)(O)O,-4.7731,O.O.O=C(OC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1.O=C(OC1CN2CCC1CC2)C(c1ccccc1)c1ccccc1.O=S(=O)(O)O,16867
O.O.Oc1cc(O)cc(O)c1,0.21171,O.O.Oc1cc(O)cc(O)c1,16868
O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[In+3],-2.5036,O.O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[In+3],16869
O.O=BO[O-].[Na+],-0.8231,O.O=BO[O-].[Na+],16870
O.O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg])c([O-])c(Br)cc12.[Na+].[Na+],-1.575,O.O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)cc-2oc2c([Hg])c([O-])c(Br)cc12.[Na+].[Na+],16871
O.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.6775,O.O=C(O)CC(O)(CC(=O)O)C(=O)O,16872
O.O=P[O-].[Na+],0.85464,O.O=P[O-].[Na+],16873
O.O=S(=O)([O-])[O-].[Zn+2],0.070295,O.O=S(=O)([O-])[O-].[Zn+2],16874
O.O=S(=O)(O)O.[Pb],-4.2263,O.O=S(=O)(O)O.[Pb],16875
O.OC(N1CCCCC1)(C(F)(F)F)C(F)(F)F,-2.0553,O.OC(N1CCCCC1)(C(F)(F)F)C(F)(F)F,16876
O.OC(N1CCNCC1)(C(F)(F)F)C(F)(F)F,-0.36346,O.OC(N1CCNCC1)(C(F)(F)F)C(F)(F)F,16877
O/N=C/c1ccc(F)cc1,-1.9506,O/N=C/c1ccc(F)cc1,16878
O/N=C/c1ccccn1,-1.0004,O/N=C/c1ccccn1,16879
O/N=C/c1ccco1,-0.64088,O/N=C/c1ccco1,16880
O/N=C1/C=CCCC1,-0.7034,O/N=C1/C=CCCC1,16881
O/N=C1/CCCCC/C1=N\O,-1.425,O/N=C1/CCCCC/C1=N\O,16882
O/N=C1/CCCCCCCC/C1=N/O,-2.5813,O/N=C1/CCCCCCCC/C1=N/O,16883
O/N=C1\C=CCCC1,-0.9667,O/N=C1\C=CCCC1,16884
O[B-](O)(F)F.[K+],-0.72435,O[B-](O)(F)F.[K+],16885
O[C@@](c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,-4.38,O[C@@](c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,16886
O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr,-1.1982,O[C@@H]([C@H](O)[C@H](O)CBr)[C@H](O)CBr,16887
O[C@@H](CS)[C@@H](O)CS,0.08131,O[C@@H](CS)[C@@H](O)CS,16888
O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1O,0.39,O[C@@H]1[C@@H](O)[C@@H](O)CO[C@H]1O,16889
O[C@@H]1[C@@H](O)[C@H](O)C[C@H](O)[C@H]1O,-0.17,O[C@@H]1[C@@H](O)[C@H](O)C[C@H](O)[C@H]1O,16890
O[C@@H]1CCN2C1=Nc1ccccc1[C@H]2O,-2.07,O[C@@H]1CCN2C1=Nc1ccccc1[C@H]2O,16891
O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,-0.58127,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O,16892
O[C@@H]1CSSC[C@H]1O,0.67242,O[C@@H]1CSSC[C@H]1O,16893
O[C@](Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37,O[C@](Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,16894
O[C@]12COC(c3ccccc3)O[C@@H]1[C@H]1OC(c3ccccc3)OC[C@H]1O2,-4.438,O[C@]12COC(c3ccccc3)O[C@@H]1[C@H]1OC(c3ccccc3)OC[C@H]1O2,16895
O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,-1.1982,O[C@H]([C@H](O)[C@@H](O)CBr)[C@H](O)CBr,16896
O[C@H](c1ccccc1)[C@@H](O)c1ccccc1,-1.93,O[C@H](c1ccccc1)[C@@H](O)c1ccccc1,16897
O[C@H](Cc1ccccc1)c1ccccc1,-2.52,O[C@H](Cc1ccccc1)c1ccccc1,16898
O[C@H](CS)[C@H](O)CS,0.50561,O[C@H](CS)[C@H](O)CS,16899
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.35,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,16900
O[C@H]1[C@H](O)[C@@H](O)OC[C@@H]1O,0.39,O[C@H]1[C@H](O)[C@@H](O)OC[C@@H]1O,16901
O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,-2.6131,O[C@H]1[C@H]2c3cc4c(cc3CN3CCC(=C[C@@H]1O)[C@H]23)OCO4,16902
O[C@H]1[C@H]2C3CC4OCOC4CC3CN3CCC(=C[C@@H]1O)[C@H]23,-2.6131,O[C@H]1[C@H]2C3CC4OCOC4CC3CN3CCC(=C[C@@H]1O)[C@H]23,16903
O[C@H]1C=C[C@H]2[C@@H]1[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,-5.46,O[C@H]1C=C[C@H]2[C@@H]1[C@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,16904
O[C@H]1CCOC1,1.05,O[C@H]1CCOC1,16905
O[C@H]1CSSC[C@@H]1O,0.67242,O[C@H]1CSSC[C@@H]1O,16906
O[Si](O)(c1ccccc1)c1ccccc1,-2.733,O[Si](O)(c1ccccc1)c1ccccc1,16907
O=[As](O)(O)c1ccccc1,-0.72611,O=[As](O)(O)c1ccccc1,16908
O=[As](O)(O)O,0.6187,O=[As](O)(O)O,16909
O=[Ce]=O,-9.1459,O=[Ce]=O,16910
O=[N+]([O-])/C=C/c1ccc(Cl)cc1,-3.0144,O=[N+]([O-])/C=C/c1ccc(Cl)cc1,16911
O=[N+]([O-])[O-].[Li+],1.1701,O=[N+]([O-])[O-].[Li+],16912
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ba+2],-0.44407,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Ba+2],16913
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2],0.86612,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2],16914
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mn+2],1.3771,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Mn+2],16915
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pb+2],0.16654,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pb+2],16916
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pd+2],-1.3625,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Pd+2],16917
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Zn+2],0.72176,O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Zn+2],16918
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Bi+3],-2.642,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Bi+3],16919
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],0.64563,O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],16920
